"term","weight"
"converse","7.17773718264"
"mysterious","37.5260886758"
"needles","76.554388468"
"elderly","-67.6420793108"
"true","-12.7691563001"
"reset","-259.354774937"
"invincible","-58.9307903991"
"ahahaha","50.9070866876"
"mtv","-71.0695094067"
"maximum","-197.144853836"
"crystal","-21.7013623968"
"emotional","-51.6078347789"
"prayed","11.9503456814"
"promises","119.082653702"
"moore","85.6366195598"
"tryna","73.4976086918"
"evidence","-46.5191640321"
"guessed","-27.5237830287"
"promised","104.901021015"
"prayer","27.4697094182"
"physical","-23.7809665162"
"dying","21.182046237"
"topped","-122.451593593"
"reality","53.9876135474"
"interested","20.6488324076"
"test","-2.13153337002"
"brothers","-124.257955163"
"o'clock","96.5979280363"
"update","-17.3680946384"
"let's","-11.1481393481"
"daddy's","-44.5290847832"
"}","21.6321116111"
"antibiotics","199.51676153"
"songs","-0.106938679635"
"vampires","177.829328091"
"dance","25.3753587454"
"global","-17.9233358477"
"grateful","93.5674151886"
"battle","-14.8568590111"
"indians","20.5084917321"
"certainly","-64.6430812241"
"somthing","-67.2359167077"
"flash","-12.8028978601"
"rhythm","28.7823371648"
"rainbows","80.6402660172"
"explode","38.5031539118"
"rebecca","4.68110683509"
"brown","18.3539035806"
"3am","11.2279847301"
"seemingly","112.482580012"
"vegas","-59.8811166956"
"kitten","123.951431547"
"trouble","-6.03214710521"
"blast","-7.77932387781"
"margarita","180.221135047"
"turns","-21.0534035749"
"gun","-55.3253135434"
"p","5.52567765419"
"soooo","106.817975949"
"guy","-22.7211024744"
"brave","43.6712258658"
"regret","-66.0710602819"
"bravo","-32.3519475889"
"discover","66.3840627723"
"cost","-42.6731195991"
"dapat","19.6869394386"
"curse","-34.5757574744"
"barbie","232.284617289"
"assistance","-176.865445384"
"shares","-25.0169551998"
"downloaded","-29.370317581"
"hadn't","238.843588468"
"teaches","73.737862302"
"change","15.1236451859"
"sending","33.4205978991"
"flames","-89.9047981484"
"lakers","18.2085849682"
"trial","9.61412381383"
"bangs","472.133257463"
"jaw","52.313333646"
"usually","27.9096541314"
"pillow","-52.9482704843"
"hiking","-25.7944272293"
"marked","8.38050358423"
"sincerely","21.6678974199"
"buble","-65.8231965679"
"embarrassing","45.3559021223"
"market","-5.51185889713"
"jan","4.72997791209"
"prove","-50.9640310956"
"hahahahahahahahahahahaha","-86.125138896"
"bury","14.7949244095"
">:)","-40.1643296573"
">:(","-8.86904884971"
">:/","190.691919328"
"angela","12.5186325914"
"live","12.7840975724"
"planted","-47.0588304962"
"wonderfully","163.14371982"
"anyone's","146.822175655"
"angels","30.4520749028"
"graphic","-77.9916715272"
"douche","-0.848192443375"
"niggas","0.602544704472"
"car","23.0799831164"
"cat","68.721346255"
"hardest","-23.4572060857"
"can","6.98926541985"
"co-workers","-14.1512495143"
"cal","10.3130725799"
"cab","6.95066007039"
"social","-12.2511594428"
"heart","4.65831349858"
"dedicated","40.4487369072"
"hears","-30.0437632644"
"chip","-60.818598638"
"nemo","160.571054504"
"didn't","14.2878039203"
"topic","48.8242388573"
"7pm","17.8294513443"
"mmmmmm","-70.2301999801"
"spa","164.384384923"
"productive","53.0139911311"
"discussion","87.5069381369"
"freezer","18.6613054182"
"lounge","30.1815175848"
"wonderfull","31.7574301106"
"economy","-103.880340992"
"sacrifice","-64.0062186513"
"diva","42.1944182885"
"produce","-178.782449256"
"commit","14.2169458747"
"heroes","-183.562037702"
"lifting","-90.0301272795"
"remember","-2.59243353789"
"grandson","135.469189372"
"whenever","-21.3679918623"
"candles","213.307868891"
"offend","-21.9392265349"
"kurt","-17.6690431658"
"typical","73.6826889922"
"serving","-31.1071645442"
"paramore","179.784430794"
"haircut","-516.481524226"
"ended","5.1828935769"
"thinner","8.94988344056"
"cold","9.86968190701"
"still","-3.71520379667"
"birds","-36.9928423485"
"curly","202.162084208"
"sexiest","-17.8286140607"
"sail","-81.5183185151"
"nom","-9.64797382327"
"non","-15.9767024211"
"noo","24.8640929298"
"noh","131.53225852"
"nog","18.2061559091"
"lalo","29.9186112522"
"introduce","-109.531363673"
"snuggie","94.2817093859"
"hala","9.40515564595"
"adrenaline","-18.2815808192"
"half","-17.9883346888"
"not","17.9193903239"
"nou","24.4358939722"
"nov","-53.5296532878"
"now","-23.8319538787"
"hall","-16.5476925195"
"nor","34.764279482"
"wont","-32.3129204576"
"lies","34.2163826668"
"servant","-114.782001426"
"james","25.110569029"
"drop","-60.4303767934"
"beings","-19.4682521147"
"nooooooooooooooooooooooo","-38.8947675036"
"concerts","165.948923731"
"em","-17.2389943063"
"el","-21.7322913965"
"en","1.01678409593"
"eh","-23.8067553417"
"challenged","-2.86419882904"
"ee","-54.2521852771"
"ed","13.7540709255"
"challenges","-20.0876394643"
"fires","38.5324611567"
"ex","-26.0568641479"
"year","13.0056834701"
"eu","24.7917963936"
"ew","34.8845957425"
"es","22.4449535323"
"er","-2.47879360894"
"album","-71.2325441267"
"shown","-118.311969368"
"accomplish","31.3969947171"
"opened","4.29388905982"
"space","5.62349395122"
"irony","-63.5567957462"
"thirst","-65.3301027556"
"looking","-5.24161277865"
"receiving","52.3931461792"
"pod","28.8647499216"
"screw","-89.8047665955"
"cars","-75.8921282061"
"cart","-126.756785332"
"hirap","-6.14543970791"
"card","12.7995239312"
"care","5.68969064303"
"deprivation","98.9449139837"
"fb","9.06698400313"
"british","-8.39898714712"
"honest","-65.8908183539"
"tangled","172.044293072"
"invitation","-33.2210254924"
"kami","22.1158365287"
"promotion","34.9351530705"
"blind","-57.1130811469"
"xo","130.037822141"
"xa","12.8389083632"
"flipping","49.5150054805"
"xd","1.31408717166"
"yourself","24.0897770337"
"m's","50.0199057116"
"xx","34.2479551348"
"impossible","-1.07843271644"
"xp","21.4519536443"
"drove","38.9103046671"
"tomorrow","14.3324923866"
"checked","38.0808531219"
"silent","30.1299557105"
"valentine's","88.3523458586"
"caught","-6.47617187283"
"breed","-48.6104909378"
"mostly","-33.3976533718"
"that","-1.87351716245"
"pittsburgh","-24.8218699159"
"brains","44.336712998"
"quad","96.9111682958"
"flowers","92.2086318956"
"appreciated","-36.8560571811"
"titans","-70.5809044462"
"television","-108.416899357"
"seuss","87.3993150092"
"travis","71.0705947496"
"optimism","30.5107459667"
"gobble","-59.5779831961"
"angel","13.2404867332"
"premier","-67.9671010941"
"slap","15.7831063488"
"bugs","27.5846298907"
"slam","11.2250980895"
"breakfast","-48.1606049029"
"recover","-125.942588157"
"form","-60.8662328133"
"veteran","-151.175406554"
"nalang","-0.833186637556"
"online","-36.1078045891"
"prick","-117.350254918"
"price","-26.9965741117"
"importantly","-133.494361758"
"america","-49.2122735494"
"]","-2.01326743145"
"michelle","20.1462571116"
"forever","-0.799063601811"
"31st","-27.018345132"
"egg","7.91471914174"
"attempting","171.204675158"
"tooth","11.9130605517"
"sista","200.570854646"
"sunset","14.7095156105"
"abraham","46.1372101098"
"chicks","-63.2930449276"
"fifth","-41.8870865859"
"ground","-12.2538529058"
"aint","33.3369061414"
"upgrade","-120.720507001"
"title","-76.6359235653"
"saints","-21.1121896297"
"trojan","-79.4983598069"
"only","2.93002653805"
"developed","-8.90957580806"
"thompson","-8.77436575362"
"pumpkin","26.1250946002"
"samuel","-10.2200654712"
"truly","-33.3456307375"
"leon","-17.0197875192"
"cannot","30.2398669456"
"cryin","31.3495684951"
"u'll","-52.396512327"
"leather","-27.4696877753"
"losers","54.1763494581"
"amanda","45.2039394964"
"everything's","73.020670405"
"fridge","39.0125504286"
"concert","63.7439744028"
"physically","-40.10235865"
"asleep","-31.5492509342"
"hoes","105.496895969"
"sport","-39.9492831643"
"thurs","344.662050347"
"colours","-13.1872051707"
"3","-0.999590063341"
"between","13.5045976163"
"whipped","-53.5906843755"
"notice","-0.324721121772"
"yumm","124.075762956"
"blame","-5.64961601049"
"hurts","-8.97093787334"
"article","33.5247940397"
"butts","146.740707989"
"stages","-62.8322652364"
"overrated","-39.5519372848"
"wheels","-11.2022604122"
"comes","7.27454536451"
"sence","-1.90142276385"
"150","-52.5620522753"
"@yahoo","-79.8988670136"
"couldn't","-10.1069027012"
"sledding","178.119023542"
"oliver","-30.428377189"
"2pm","71.4740085068"
"informed","187.716634919"
"tropical","65.8701587412"
"technical","-21.2831284384"
"sesh","-39.9663896017"
"elvis","88.4502747795"
"wounds","109.879466067"
"foggy","-53.142432554"
"countless","-89.4644688424"
"these","-10.467376028"
"trick","-36.0774906129"
"eid","-97.777759179"
"orientation","-123.110932616"
"determination","110.121714435"
"canceled","-36.7666256698"
"embrace","27.2715049655"
"heels","467.818165741"
"somebody","-5.36366240046"
"stickers","58.8230906308"
"ship","-2.89677597371"
"worry","-26.5018989959"
"develop","124.750098469"
"media","55.3712061535"
"gentlemen","-13.1223981627"
"food","3.34847477176"
"followers","28.4582575805"
"lite","-106.391572576"
"noble","-82.0277362182"
"closest","-7.44858632245"
"x3","43.3859787002"
"tradition","157.779668192"
"theater","4.94690817347"
"charges","43.711584309"
"eto","39.3821750756"
"severe","20.5427184915"
"gain","26.6402696246"
"charged","-48.5032504209"
"taxi","-8.37831293392"
"frankie","138.301892554"
"noah","22.6747903343"
"neon","56.8584271025"
"ch","-16.7795423302"
"greetings","-2.8579774502"
"touch","-61.7333082867"
"ps3","-187.692685899"
"speed","-12.1543844876"
"sheldon","92.6792802756"
"thinking","-1.89534569148"
"improvement","-198.077861755"
"gooooo","82.9251117174"
"verse","-64.5286924548"
"9:30","167.846231397"
"treatment","-22.2598521958"
"halftime","-192.261788988"
"republic","-75.5720402023"
"struck","21.4393199223"
"real","12.3678367276"
"frown","-99.2811656913"
"read","2.25139983452"
"gonna","-23.9655333289"
"early","8.02273131668"
"listening","8.3925716528"
"using","-18.7102692348"
"psp","-17.3391127632"
"lady","-10.4138498925"
"rear","-151.625962366"
"pounds","-79.8165187139"
"collective","-45.061005973"
"miracle","37.5813263977"
"t","3.33908384685"
"ewww","74.0046612624"
"oscars","-158.471560904"
"eddie","-61.0442518111"
"payed","-104.995888183"
"recorded","35.865394754"
"babysitter","150.965912825"
"hustle","-14.5866175655"
"business","38.453083882"
"asap","77.1945592135"
"sixth","-21.5191779601"
"tuition","68.8574682301"
"credits","66.1933575536"
"^_^","1.75316126782"
"francis","-103.171968686"
"throw","-21.6660838573"
"comparison","55.9098484484"
"central","-44.6350196278"
"fell","5.7077300771"
"greatly","-20.1659424118"
"chow","57.5088856386"
"assassin","13.2816392592"
"backup","-76.3816131025"
"heater","98.3220125398"
"researching","62.3709860032"
"2nite","9.54106360792"
"youd","47.5107316461"
"heated","151.705170977"
"youu","0.616349503438"
"nowadays","-6.5449447707"
"your","1.56922805489"
"stare","-122.266552446"
"log","-18.6753828641"
"area","7.88452494318"
"lol","-3.45221836848"
"start","-31.5157694604"
"cats","12.8027464478"
"low","11.2390144038"
"stars","32.7248549376"
"allergic","89.7059494895"
"jacked","-154.59821642"
"cottage","51.5967956018"
"trying","17.6683011454"
"feather","79.6435128404"
"hire","-53.8402571451"
"comics","-97.4798295053"
"bucket","-75.5343121331"
"tellin","74.803266756"
"sadness","-62.4724878551"
"miguel","-9.58084506321"
"600","-13.292797427"
"describe","-57.480841761"
"moved","-23.8652059824"
"sales","-13.7293570537"
"tengo","6.92871198183"
"goodnite","156.430492871"
"moves","-58.4852713624"
"hospitals","11.4684085456"
"nerd","93.3778140188"
"statuses","-48.4541386637"
"storage","-112.539694691"
"housework","347.969037567"
"you","-2.0167906331"
"forcing","-10.8333003802"
"poor","23.7497510281"
"poop","-11.0948251863"
"diaries","204.08521144"
"poof","-8.19032562386"
"peak","-25.5301080402"
"dwn","48.2056651085"
"pool","-3.41403434661"
"building","-36.0222722257"
"3-0","46.4082143625"
"lipstick","308.412748654"
"corey","82.6607918954"
"overseas","-131.084833161"
"since","1.26710196695"
"graphics","-103.596959691"
"month","-9.6411246012"
"deadline","53.7153555258"
"mp3","-98.0577014361"
"cameron","-14.7715929524"
"religious","-46.6384097725"
"costco","-60.0157855805"
"claire","144.380403852"
"safety","22.8531761462"
"cking","73.8028213255"
"very","-0.691947768232"
"horror","22.8701478146"
"mph","-112.378875745"
"minded","99.6024622886"
"decide","32.3873935533"
"heaven","-64.8397093665"
"vu","-121.572311914"
"louis","59.1873289282"
"mild","112.850955958"
"blackout","-175.532348043"
"i'll","-29.6250770266"
"navidad","9.75809796737"
"cookies","42.6813923072"
"fence","-29.1486130898"
"bro's","127.192373351"
"streets","-6.10499508227"
"casual","-122.693870253"
"conscience","119.43447988"
"darkness","-38.3508627176"
"nana","20.0775948087"
"labels","31.4278360261"
"emotions","-30.2994990126"
"learned","21.0627137598"
"maths","1.38335543783"
"loose","4.69590451153"
"ballet","25.7232760071"
"answers","-57.9609936684"
"anticipation","62.4805349214"
"grudges","123.683878098"
"strong","74.7704593182"
"whine","94.0557887463"
"creepy","171.885408123"
"fired","-37.0071565375"
"amount","16.9184079208"
"advertising","-13.9848921996"
"sunburned","65.2602782852"
"shuffle","-47.8505248242"
"family","-2.08625452297"
"va","10.2079976528"
"ask","-25.4827373986"
"toys","-19.2738335791"
"yummm","22.0639475302"
"khan","35.0801787794"
"takes","7.12750482895"
"revelation","-13.3152555915"
"injury","96.9334640535"
"yuck","265.997385165"
"surprisingly","-184.718204382"
"excuse","30.7142472753"
"broke","-20.9471306115"
"dios","18.9193271587"
"hurry","5.52141314326"
"suffered","267.586687808"
"grill","-60.6536293472"
"nina","37.0996746361"
"nebraska","81.2676208843"
"history","18.5245333385"
"pushes","-58.9722343735"
"^.^","75.2678300052"
"pushed","17.3282680877"
"ulan","-7.39411515045"
"afta","-138.409141298"
"phrase","-54.9791246324"
"cheering","121.241987958"
"chops","-18.0782626185"
"stayed","82.5421246977"
"reject","-39.9306904785"
"kung","12.1216683947"
"fr","-2.84031295237"
"ft","-22.3463834983"
"sneak","19.1426490558"
"fa","9.78315711171"
"tries","-16.4505796245"
"justin","9.54458069348"
"wla","-81.2257643219"
"lyf","9.27778842651"
"fo","-57.6053303635"
"a","-6.46296991721"
"doritos","-98.4372508467"
"overnight","7.12164826144"
"ego","-9.57724964674"
"scaring","56.253733388"
"banks","-97.5911018149"
"mourn","124.145094038"
"dream","-9.9432149639"
"ding","17.1973199372"
"help","-6.61672472849"
":{","29.6623699407"
"sooo","116.485776683"
"soon","-16.8187446617"
"bcuz","96.7635274655"
"committee","59.7385136241"
"committed","-38.6061553104"
"hell","-15.3680765321"
"mcdonalds","-181.363708789"
"enlarges","786.304020616"
"exact","-45.5553469496"
"actually","31.1532718966"
"relate","92.1018636531"
"peanuts","-47.3111899333"
"cutie","281.756084009"
"haven't","21.6636877358"
"fool","-47.0924151078"
"evening","-30.8942310217"
"yo","-14.0003893986"
"ya","2.1026849231"
"yg","-11.364384747"
"you've","6.2428707736"
"foot","-16.8065152973"
"yr","32.7308625216"
"desperately","81.0057043584"
"sundays","48.2623636609"
"fully","20.8984596945"
"stopped","-85.9454948378"
"fairy","107.646285755"
"isn't","-21.0701955072"
"heavy","25.5661241611"
"neil","22.832579132"
"restless","34.5589655557"
"fees","143.668572521"
"dia","32.2348101834"
"todd","7.86438995048"
"infinity","-217.436845336"
"beyond","-11.6460016317"
"todo","-54.6539228434"
"event","-41.488495933"
"juniors","76.1873125442"
":]","19.0593964383"
"miss","45.1495637988"
"douglas","-115.652572344"
"trusts","-113.591664607"
"7","-5.80238847321"
"issue","11.9800475041"
"ass","14.2797891638"
"pun","11.6860777851"
"bass","-4.07763025473"
"dirt","-105.492996617"
"pub","-30.52125285"
"labs","88.3022620671"
"houses","15.8960695299"
"reason","-67.8903516592"
"base","-28.012131329"
"matthews","-20.7836140597"
"ash","21.6530505482"
"bash","-75.4993390424"
"dishwasher","151.680981668"
"terrible","-94.6391496342"
"terribly","384.116837727"
"expecting","-30.374283037"
"bonfire","11.7743186256"
"heartbeat","51.7840732357"
"apocalypse","-114.708564936"
"aking","-46.933569214"
"merry","-21.4867265528"
"pasok","41.2443492272"
"doughnuts","-26.5108362083"
"arsenal","-110.773598287"
"fucked","-40.8876148295"
"talked","6.9859808032"
"mist","9.21202139992"
"maple","32.1893178635"
"horse","56.3956918718"
"______","-32.9063795078"
"dug","-113.893168619"
"station","7.80362280969"
"expand","4.90239628572"
"hundred","-79.7019645764"
"banana","19.0518342072"
"rawr","-18.7287785077"
"selling","-4.26607702698"
"passed","-9.47379979016"
"trapped","81.5787934606"
"jordan","-5.36595654615"
"boredom","-52.4527712893"
"albums","-65.4137472384"
"sign","24.5157032982"
"grocery","48.853503987"
"grew","31.4677032755"
"kindly","76.0639945463"
"bride","41.4888230104"
"ducks","-28.6786652325"
"str","-160.621841175"
"kindle","60.5266264567"
"toward","112.437816695"
"charlotte","31.7394006896"
"wasnt","19.546552678"
"juicy","68.7829365134"
"philly","-12.3104449043"
"lie","30.3877341947"
"lil","13.7518932679"
"lim","-88.0155786648"
"cave","75.203207802"
"scotland","-51.0219749715"
"officers","-89.2929505427"
"labour","-81.1708793775"
"lip","29.0595519748"
"useless","-49.7710739544"
"liz","87.8772941124"
"towards","-18.7904604776"
"eater","-36.4599180167"
"kan","-6.55804523003"
"kal","45.0857572541"
"kar","-27.6281071734"
"experiences","17.6176847568"
"eaten","-38.7725267467"
"kat","5.87972992104"
"alpha","-64.0222583416"
"kay","23.8003233569"
"wats","26.7099043063"
"salary","-92.6710785987"
"mobile","-22.195544487"
"performances","-63.8613172931"
"calling","-5.05168675519"
"d:<","75.9265364174"
"clean","37.941806168"
"physics","-47.0336810851"
"perseverance","-21.5006979934"
"hyper","138.171259509"
"photoshop","-111.307747898"
"booze","-102.232848389"
"hyped","-37.8211162722"
"stalker","80.3042461052"
"coaster","-18.6267493004"
"translation","85.824808093"
"zumba","186.56443036"
"less","-28.7489304925"
"flights","64.9579355419"
"randy","-57.463307822"
"pretty","5.22515371947"
"lennon","105.244980215"
"circle","-2.80632405818"
"trees","16.9539989392"
"famous","-48.7402058357"
"feels","-35.0362559278"
"pretending","104.942368236"
"basement","-33.8832331997"
"during","-8.47390975355"
"alexander","-61.9707739905"
"catches","-46.846019355"
"boost","-19.6665910547"
"perfume","54.3167968016"
"gloves","-23.3360578754"
"hype","-84.2934922079"
"x","1.26285706775"
"throwing","-13.8929278924"
"protecting","-167.428765347"
"close","-38.7259669229"
"angie","33.1687264201"
"pictures","38.6093557521"
"wow","-16.9727826387"
"woo","13.0695951566"
"won","39.9561451726"
"honour","-44.8260657959"
"woe","-13.8055425714"
"probably","-29.4150335781"
"piss","-53.9561523334"
"makeup","440.343030853"
"unstoppable","-256.144995801"
"invisible","40.1963307864"
"magawa","-147.261814417"
"both","-29.8666072593"
"mega","5.90698213264"
"fiance","-88.5661310821"
"wouldn't","39.7293025737"
"sensitive","-9.00133298164"
"millions","-19.0474559148"
"liked","7.54777886494"
"format","-113.729885153"
"manners","337.383560393"
"whatever","17.5554351752"
"wer","-4.62830161146"
"stamp","10.15494524"
"outstanding","-58.7298459133"
"lahat","38.1195336993"
"describes","113.842095193"
"damn","-23.6285633559"
"maintenance","-117.682154574"
"dame","-39.289134637"
"lived","35.5109850298"
"crack","-22.1413767314"
"else","-9.4653699617"
"anthony","-21.1547352304"
"imax","-85.857329395"
"yourstatus","-73.8602309373"
"look","-29.702544404"
"rope","35.2543368997"
"pace","18.2318531363"
"bikini","156.018687228"
"smart","-12.6007208798"
"biking","81.1789013043"
"guide","23.7280477786"
"pack","13.1478192503"
"skype","-8.3652257115"
"ready","23.3223979768"
"nvr","-36.9226768346"
"shaw","39.5990812965"
"anymore","22.0864823915"
"grant","-54.9123401198"
"belong","121.786546293"
"jammin","-30.0558521102"
"grand","28.6384014346"
"hallway","71.1333842879"
"used","-21.5794235486"
"suggestion","-38.6221656034"
"000","-10.1320518152"
"uses","-35.1649763128"
"user","97.5813115416"
"haunting","11.4223390281"
"older","8.53629177482"
"increases","26.3802533824"
"obviously","26.3599022803"
"yankees","-24.6796102089"
"alvin","-210.977274614"
"cocky","-103.310946537"
"roasted","-233.644962333"
"praying","105.654360337"
"procrastinating","227.626130234"
"$","-0.519922256402"
"nikki","16.8217545923"
"guaranteed","9.56321136442"
"exercising","58.5317732967"
"pies","68.452766592"
"barack","-125.112881177"
"havin","81.1021133445"
"soooooo","26.4882498364"
"remaining","-115.454114004"
"march","15.4225105494"
". . . . .","-57.6320913381"
"tiring","-61.3647933711"
"game","20.1246354624"
"dearly","22.8520671357"
"emma","-37.6744915184"
"wings","-15.6658951843"
"inviting","26.7863762201"
"signal","-66.9350716389"
"toyota","-94.3160718258"
"u're","47.9262138654"
"bukas","-60.0504449497"
"donna","2.92261207791"
"eek","50.6200154598"
"popular","-104.85600229"
"fathers","-51.0857447104"
"some","-32.1315068381"
"lips","-55.9246840155"
"experienced","-26.1778127067"
"mmmmm","-8.73044037482"
"delivered","37.992400064"
"sweating","-231.080379055"
"eating","-26.454318422"
"rum","-68.101669567"
"rub","28.6397131745"
"cge","186.329592087"
"rug","32.5582793331"
"lasts","97.817902453"
"become","-23.7517805261"
"ache","69.356091907"
"taboo","60.8124629112"
"raspberry","166.742674896"
"abroad","35.6258803433"
"wealth","-37.8952478063"
"shine","51.6325025872"
"faith","27.6636826208"
"wouldnt","44.9864852524"
"aye","5.70321000903"
"idk","-63.8656006024"
"shiny","83.3961284635"
"block","-15.063756552"
"kau","-4.74535770562"
"dude","-28.4900908966"
"within","18.4801470337"
"nonsense","18.2398978331"
"miranda","22.7433661929"
"smelly","40.0227807522"
"sakit","32.4943639785"
"rolls","21.1758471693"
"smells","23.533675017"
"statistics","86.9557395922"
"..","2.03472978738"
"huhu","33.4135489124"
"i'mma","-48.1710802767"
"heritage","71.8009174704"
"himself","-235.15311384"
"frost","7.00795280762"
"properly","65.6101923849"
"dull","-104.284915177"
"swagger","-162.20554224"
"grinch","-13.7784650742"
"....","0.833469515186"
"clear","37.4725646489"
"uber","103.623524853"
"ordered","-108.004528719"
"adults","30.6916024423"
"skul","14.3347564418"
"cotton","4.11671778616"
"naa","-8.40501358438"
"nag","-15.5518459527"
"gg","-118.97667648"
"creeper","61.8649136051"
"nah","46.3491374726"
"nai","-24.9703691322"
"nam","-14.6211119273"
"nat","62.5611494066"
"grind","-53.7931333131"
"department","118.588392151"
"nay","2.14576671733"
"phillies","-25.4996418984"
"creeped","38.0754898358"
"responded","-51.3082856442"
"smiles","56.6133227231"
"draw","37.8734705805"
"william","-31.0426117263"
"drag","-43.3460205517"
"evan","-28.1198254215"
"smiled","27.3570433662"
"structure","-82.6404092705"
"e","-2.48194073879"
"practically","9.15275936333"
"required","-31.9970336175"
"youtube","32.2593051091"
"she'd","-16.5923701209"
"sounded","-30.1451222953"
"katy","-48.9367119883"
"gt","-4.80669117889"
"gr","-2.01560854365"
"giggles","243.231021092"
"gf","-285.703206848"
"ge","24.5061682947"
"gd","-45.1037137472"
"gb","-63.4792298602"
"ga","20.7141451538"
"go","15.2306082091"
"gn","29.9934291591"
"kate","25.870644284"
"gi","-102.703717897"
"aquarium","-125.086502359"
"wizard","-100.101249124"
"nose","14.0475562239"
"does","9.15878931456"
"suite","21.14283938"
"friendly","-9.59326402686"
"grandmas","265.23173169"
"kitty","145.708021361"
"wave","-42.3674405945"
"facebook","-37.9759527467"
"telling","-51.4775707426"
"yourselves","21.3045392037"
"button","-21.6120383023"
"michael","23.3790606655"
"ryan","-13.8414936813"
"assignments","46.889254874"
"uhhhh","-11.2669832353"
"booty","27.4173886229"
"carter","-13.3916572609"
"ze","39.5447148345"
"stoned","35.5765321101"
"boots","177.014696873"
"waking","-29.123476839"
"jump","-5.55367906686"
"grrr","65.6837405311"
"picked","-20.7993666811"
"download","13.6616067537"
"click","-8.88299511153"
"cupcakes","434.098973861"
"soup","92.8227422858"
"rotten","11.1427133437"
"playa","48.2951279567"
"collins","69.0961024853"
";","3.91675748203"
"eminem","37.184261443"
"believed","38.7129749659"
"products","41.0608113472"
"gene","45.2073990233"
"salvation","-85.1270058402"
"wif","18.1475022317"
"wid","8.58013893327"
"danger","-27.9418781924"
"manage","11.6323616996"
"wii","25.8705203014"
"wit","13.4831616696"
"singing","24.2318763751"
"crap","-67.4721892428"
"remains","-50.9067235108"
"predict","-85.9750124081"
"contentment","220.855981595"
"cheeky","-101.132317901"
"crab","20.468537594"
"jonathan","-28.3427643168"
"1/2","142.752255467"
"started","-3.20155284808"
"becomes","-47.5150542213"
"clubhead","-73.0442039509"
"econ","-16.9973341363"
"about","-5.72400129758"
"fuck","-9.45678220002"
"crosses","329.194995237"
"salad","73.2913596614"
"meee","80.3034177557"
"donut","-72.0696641004"
"meet","-13.3377465842"
"control","4.23524966926"
"porque","-24.481085643"
"links","-13.3882478591"
"halloween","52.0952232167"
"pulling","2.40877541738"
"wonderful","67.4974614793"
"skirt","348.03408341"
"hesitate","-9.150499566"
"vibe","56.4371138636"
"located","38.5650513002"
"natin","40.1501611032"
"farm","28.6819099393"
"ronald","-75.2124499994"
"fart","-143.035277161"
"shoppin","366.36169114"
"healthcare","-62.6679136779"
"swimming","37.0417273432"
"longest","11.2432997962"
"bathing","196.785083546"
"won't","6.69755428574"
"blake","7.71122989851"
"dancin","14.0679615047"
"pj's","207.742102189"
"emails","16.7632619084"
"madre","15.9114478269"
"sword","-82.3407740247"
"auto","-80.2301300623"
"hands","1.13811378268"
"handy","152.428912116"
"chronic","-46.682056771"
"university","-44.9623981824"
"playoff","-51.9007144074"
"slide","16.203301329"
"mode","-18.0648186257"
"frickin","73.159853497"
"pint","-121.173616783"
"shaking","35.5634460468"
"|","-9.28867787115"
"globe","-25.8563265594"
"mas","-12.004991425"
"mar","7.78390950913"
"measure","-108.604745283"
"lalala","47.0332768851"
"sandy","102.278091426"
"secretly","80.9860017043"
"armor","126.528771044"
"cause","6.6630551965"
"one's","15.7797105716"
"torres","-12.4553734177"
"umbrella","21.3467087197"
"undo","130.322241575"
"completely","72.974956155"
"jill","-30.5261083247"
"princess","149.56390353"
"route","-104.460794731"
"florida","-5.92346742388"
"keep","11.8937445404"
"margaritas","29.0684241014"
"mad","62.2787851265"
"powerful","-36.501289783"
"bitch","60.4745967797"
"quality","-48.2257881582"
"hiding","89.1398069778"
"ayaw","-19.1331224829"
"you're","23.58616566"
"playlist","59.5322690864"
"dahil","17.7138011777"
"privacy","25.898461653"
"bears","23.7793422339"
"relations","115.989115451"
"attack","-8.71528249034"
"noooooo","90.5490151951"
"ankle","68.159946349"
"perfectly","-21.1792604007"
"final","-56.346989998"
"beard","-457.753073603"
"2-3","-206.910057637"
"2-1","-293.393503711"
"craziest","-29.7640756668"
"exactly","64.3989835615"
"lists","59.6559839389"
"cya","-48.8436278857"
"that'll","-9.71981975716"
"overwhelming","36.1505978457"
"herself","474.534279513"
"updating","-37.1926274808"
"ben","-28.0277330568"
"manning","-124.440252694"
"beg","-112.702740544"
"submitted","16.3432352126"
"claim","-62.4668090888"
"firework","-202.691661854"
"6th","-11.1849242634"
"bare","-5.02789396237"
"drunk","-50.3445891653"
"carrots","-170.783549638"
"need","-5.50698158482"
"border","-34.6438316838"
"bastard","-125.612360935"
"able","2.8212655244"
"battles","-6.35994010965"
"truck","-23.7338680068"
"deposit","95.1632896825"
"motha","-55.0910379852"
"lectures","-105.145341276"
"aww","143.509672925"
"sewing","316.507997019"
"sc","-25.7954323944"
"vengeance","-96.7639353614"
"awe","-30.1045988283"
"expired","-11.3540383335"
"cellphone","31.0539382719"
"stereo","-33.4407901885"
"url","-24.6963705608"
"eachother","124.091803674"
"upset","-26.8480192886"
"repeated","-33.132191834"
"manga","118.766385665"
"urs","-68.9991890349"
"mocha","70.0728453272"
"impression","147.446422857"
"freshmen","-29.1620569253"
"anyway","20.3085199888"
"eyebrows","332.44362051"
"shoes","29.1595807585"
"envy","19.1913873838"
"based","-44.1185614827"
"nga","-20.4018960791"
